149590.7018	4131259.302	1997	accidente
150160.1457	4132125.063	2006	accidente
151869.9137	4130497.044	2005	accidente
150136.9622	4131569.9	1980	accidente
150664.6764	4131436.74	1981	asesinato
149978.089	4132021.526	2010	asesinato
150253.5307	4132232.305	2012	asesinato
151519.6209	4130622.741	1995	accidente
151397.557	4131962.338	1986	accidente
149586.0622	4131148.354	1991	accidente
150646.1568	4130992.526	2006	accidente
150869.913	4132095.451	2014	accidente
149945.6242	4131244.467	1976	accidente
149389.592	4132824.558	1984	accidente
150440.2093	4132446.794	1986	accidente
151766.2808	4132280.42	1979	accidente
149207.9393	4130608.037	2012	accidente
151617.5704	4130840.946	1989	robo
150099.8848	4130681.894	2019	accidente
150174.0464	4132457.907	2010	accidente
150542.8214	4132776.36	1998	accidente
149884.7405	4131914.285	2006	accidente
150883.7855	4132428.294	1996	accidente
150057.5142	4131795.501	1998	accidente
149828.5133	4132695.053	2009	accidente
151160.0592	4130526.559	1970	accidente
151342.1279	4130630.123	2016	accidente
149390.0352	4130711.56	2015	accidente
150548.182	4130774.33	2012	accidente
151524.2341	4130733.688	1978	accidente
150113.7814	4131014.737	1996	accidente
151117.545	4131640.151	1987	accidente
151477.0619	4131736.327	1996	robo
149375.6407	4132491.29	2018	accidente
151784.7488	4132724.632	1980	accidente
150557.4347	4130996.225	2004	accidente
150370.733	4130781.731	2011	accidente
150262.7956	4132454.2	1980	robo
150725.6309	4130766.933	2012	accidente
151795.0163	4130833.572	2012	accidente
150202.546	4131011.031	2000	accidente
150379.9904	4131003.626	1988	accidente
151649.876	4131618.001	2010	accidente
150982.6058	4130533.947	2017	accidente
150510.4009	4131999.302	1975	accidente
150809.7749	4130652.286	1974	accidente
149254.3996	4131717.942	1971	accidente
149837.7909	4132916.949	1983	accidente
149749.0886	4132920.659	1977	accidente
150262.7956	4132454.2	2006	accidente
151607.3431	4132732.01	1989	accidente
151934.476	4132051.151	1989	accidente
151841.1552	4131943.89	1993	accidente
151094.4463	4131085.413	2016	robo
151611.9583	4132842.958	1996	accidente
151126.8029	4131862.469	1993	accidente
150795.0364	4132431.994	1987	accidente
149296.6666	4130604.324	2017	accidente
151481.695	4131847.698	1998	accidente
151467.8313	4131514.432	1994	accidente
151784.7488	4132724.632	1991	accidente
151757.0562	4132058.525	2017	accidente
150664.6764	4131436.74	2014	accidente
149557.697	4132594.814	2004	accidente
149739.8087	4132698.762	2019	accidente
150660.0507	4131325.792	1998	accidente
151631.4251	4131174.211	1974	accidente
150608.3675	4132217.497	2008	accidente
149711.9537	4132032.65	2003	accidente
151426.2813	4130515.483	2017	accidente
150981.7562	4132646.916	2003	accidente
151449.3714	4131070.643	1970	robo
149931.7022	4130911.2	1998	robo
151790.4065	4130722.624	2014	robo
149894.0142	4132136.181	2004	accidente
150225.7209	4131566.194	1986	accidente
150295.9159	4131118.7	2007	accidente
151434.5125	4132850.341	1977	accidente
150309.8067	4131451.543	2007	accidente
149119.212	4130611.751	1970	accidente
149165.6841	4131721.657	2019	incendio
150034.3441	4131240.761	2020	accidente
151523.2565	4132846.648	2014	accidente
149441.1333	4131932.836	1988	accidente
149674.8257	4131144.642	1982	accidente
151631.4251	4131174.211	1978	accidente
150015.7923	4130796.546	2003	accidente
150360.7831	4132672.816	1997	accidente
150767.2678	4131765.884	2006	accidente
151038.0904	4131866.164	2015	accidente
150949.3778	4131869.86	2012	robo
151622.1827	4130951.894	1979	robo
151065.8208	4132531.849	2006	robo
151233.9925	4132302.565	1971	robo
149324.5415	4131270.436	1972	robo
150328.3469	4131895.758	2000	robo
150804.3053	4132654.313	2008	accidente
149571.6416	4132928.082	1990	accidente
149880.0861	4131802.914	1998	accidente
151136.0436	4132084.364	2006	accidente
149725.8719	4132365.494	1989	accidente
151611.9583	4132842.958	2004	accidente
150912.3652	4130981.432	2012	accidente
151640.6503	4131396.106	1984	accidente
151528.8475	4130844.635	1984	accidente
149375.6407	4132491.29	2002	accidente
151874.5221	4130607.991	2008	accidente
149389.592	4132824.558	1993	accidente
149921.8556	4132802.293	2007	accidente
150954.0005	4131980.807	2017	accidente
149586.0622	4131148.354	1970	accidente
150744.1449	4131211.146	2015	accidente
149151.7467	4131388.812	2003	robo
150813.5569	4132876.208	2009	accidente
150113.7814	4131014.737	1979	accidente
149474.121	4130596.9	1987	accidente
149188.933	4132276.822	1971	accidente
149137.7925	4131055.544	1995	accidente
151897.5832	4131163.15	2010	accidente
150874.5371	4132206.399	1980	accidente
150505.7724	4131888.354	2015	accidente
149828.5133	4132695.053	2002	accidente
150808.931	4132765.261	1997	accidente
151434.5125	4132850.341	2001	accidente
150076.0698	4132239.716	2015	accidente
150262.7956	4132454.2	2010	robo
150566.7055	4131218.544	2007	accidente
150141.5951	4131680.848	1986	accidente
151649.876	4131618.001	2005	accidente
150799.662	4132542.942	1990	accidente
150650.7998	4131103.897	1985	accidente
151168.4069	4132861.421	2020	accidente
149441.1333	4131932.836	1997	accidente
150262.7956	4132454.2	1997	accidente
149305.5342	4132939.221	1998	accidente
150239.6341	4131899.461	2013	accidente
149796.0275	4131917.993	1970	accidente
149366.3522	4132269.394	1970	accidente
149917.218	4132691.345	1982	accidente
149884.7405	4131914.285	2007	accidente
151365.2244	4131185.283	1974	accidente
150898.5005	4130648.59	1998	accidente
150127.6966	4131348.004	2016	accidente
150011.159	4130685.598	1994	accidente
151845.7661	4132054.838	1995	robo
149501.9817	4131263.012	2005	accidente
150580.586	4131551.387	1993	accidente
151233.9925	4132302.565	1990	accidente
150459.4575	4130778.03	1979	accidente
149894.0142	4132136.181	1970	accidente
150062.1662	4131906.872	2013	accidente
151622.1827	4130951.894	2010	accidente
149296.6666	4130604.324	2011	accidente
151565.7755	4131732.637	2012	accidente
150944.7377	4131758.489	1982	accidente
150267.4282	4132565.148	2003	accidente
151509.39	4132513.382	2017	accidente
150011.159	4130685.598	1990	accidente
149898.6512	4132247.129	1990	incendio
150020.4257	4130907.494	1973	accidente
150001.2687	4132576.266	1996	accidente
150865.2891	4131984.504	1991	accidente
150370.733	4130781.731	2005	accidente
149931.7022	4130911.2	1986	accidente
150491.8697	4131555.087	1981	robo
150464.085	4130888.978	1994	accidente
150403.1535	4131558.789	2016	accidente
151019.588	4131421.95	1978	accidente
149357.0641	4132047.497	1977	accidente
151686.8006	4132506.003	2010	accidente
151434.5125	4132850.341	2014	accidente
150963.2461	4132202.702	2013	accidente
151607.3431	4132732.01	1977	accidente
150552.8083	4130885.277	1996	accidente
151486.3106	4131958.645	2000	accidente
150150.879	4131903.167	2017	accidente
151636.0377	4131285.159	2017	accidente
151523.2565	4132846.648	2010	accidente
151593.4804	4132398.744	2013	robo
149749.0886	4132920.659	2017	accidente
151854.9884	4132276.732	1973	accidente
150996.4667	4130866.789	1979	accidente
150808.931	4132765.261	2001	accidente
150430.9491	4132224.899	1988	accidente
150762.643	4131654.937	1976	accidente
150776.5354	4131988.203	1986	accidente
150771.9104	4131877.256	2014	accidente
150547.4508	4132887.308	1981	accidente
151588.8656	4132287.797	2001	accidente
151449.3714	4131070.643	1973	accidente
149627.8401	4132147.31	1975	accidente
149744.4486	4132809.71	1993	accidente
149777.459	4131473.777	1974	accidente
151061.1988	4132420.902	1986	accidente
151355.9749	4130962.965	1974	accidente
151085.1899	4130863.095	1983	accidente
149343.1151	4131714.229	1971	robo
149202.873	4132609.667	2005	robo
151430.8955	4130626.43	1982	robo
150589.8401	4131773.282	1990	robo
150136.9622	4131569.9	1982	robo
151028.8301	4131643.845	1989	robo
150262.7956	4132454.2	2002	incendio
